iter	RMSE
340	2.546101814
341	2.532327688
342	2.52514111
343	2.518184439
344	2.517234676
345	2.50309411
346	2.495276711
347	2.480681963
348	2.479430912
349	2.473410564
350	2.469020668
351	2.463255252
352	2.45693668
353	2.451863152
354	2.443678845
355	2.442244418
356	2.441238952
357	2.429823879
358	2.42880342
359	2.419216844
360	2.411759317
361	2.410565493
362	2.399909806
363	2.395228696
364	2.39196411
365	2.37829116
366	2.366915117
367	2.35728629
368	2.355174221
369	2.34331159
370	2.339657565
371	2.325285544
372	2.317950855
373	2.311519552
374	2.30651564
375	2.297756861
376	2.290635647
377	2.289847279
378	2.283489927
379	2.273395654
380	2.267992273
381	2.25691206
382	2.255929431
383	2.250406086
384	2.243559503
385	2.237596597
386	2.232704962
387	2.22354118
388	2.219333465
389	2.21267958
390	2.20418705
391	2.195255364
392	2.188153205
393	2.187148614
394	2.184718443
395	2.184033352
396	2.175428275
397	2.166834362
398	2.160623725
399	2.150351804
400	2.149908289
401	2.149316148
402	2.147115484
403	2.146398114
404	2.134668698
405	2.124100463
406	2.117159663
407	2.111235036
408	2.101610202
409	2.090271538
410	2.082508226
411	2.07922759
412	2.069092573
413	2.064697046
414	2.055306445
415	2.051776455
416	2.042592378
417	2.035729561
418	2.031240143
419	2.022688393
420	2.013415397
421	2.005406522
422	2.000195751
423	1.995974114
424	1.988630497
425	1.98516273
426	1.980405302
427	1.979313674
428	1.971363024
429	1.961723885
430	1.958242451
431	1.951245587
432	1.947530396
433	1.946979028
434	1.940083448
435	1.931028908
436	1.920987501
437	1.918987622
438	1.916301971
439	1.906716863
440	1.903708988
441	1.897041846
442	1.892326137
443	1.884461847
444	1.872655556
445	1.863502237
446	1.857521981
447	1.853717345
448	1.851437679
449	1.847818991
450	1.847169124
451	1.843966124
452	1.841035081
453	1.829060686
454	1.821135728
455	1.816665524
456	1.816175424
457	1.809576733
458	1.809284652
459	1.803325587
460	1.797098028
461	1.794195802
462	1.791297882
463	1.78712613
464	1.784055097
465	1.781472074
466	1.781132
467	1.780457781
468	1.780117265
469	1.776508732
470	1.772067331
471	1.765262915
472	1.762915821
473	1.757433597
474	1.751860463
475	1.741617553
476	1.734436569
477	1.725408967
478	1.721571964
479	1.717208877
480	1.707429301
481	1.703439605
482	1.698624743
483	1.694040122
484	1.685648484
485	1.683726858
486	1.677841451
487	1.672511739
488	1.66881527
489	1.667177693
490	1.664852287
491	1.662554069
492	1.658285949
493	1.653922659
494	1.647979268
495	1.645311243
496	1.639793408
497	1.635454216
498	1.633719046
499	1.631086418
500	1.628496313
501	1.627414033
502	1.627033903
503	1.623886492
504	1.614671773
505	1.611951466
506	1.610362224
507	1.607371034
508	1.599726763
509	1.594378602
510	1.591691904
511	1.585634806
512	1.577252643
513	1.569637608
514	1.568284557
515	1.566452367
516	1.563161126
517	1.558622642
518	1.556134831
519	1.549880104
520	1.548690396
521	1.540689506
522	1.540288172
523	1.539282488
524	1.536620859
525	1.536063995
526	1.535889742
527	1.53015196
528	1.528664266
529	1.524489056
530	1.517619155
531	1.510580141
532	1.503767024
533	1.498915369
534	1.494527042
535	1.490257746
536	1.489625975
537	1.48696683
538	1.485097177
539	1.47991776
540	1.475456536
541	1.469645555
542	1.465992062
543	1.462263968
544	1.456852265
545	1.453293101
546	1.448642653
547	1.442177515
548	1.435268104
549	1.43481684
550	1.426704131
551	1.422364615
552	1.416536762
553	1.41159407
554	1.407784043
555	1.402962924
556	1.39578796
557	1.392237069
558	1.390971012
559	1.389051233
560	1.386585395
561	1.383317488
562	1.379655336
563	1.377623239
564	1.376051614
565	1.375139423
566	1.37443942
567	1.369558798
568	1.369033601
569	1.36466964
570	1.359853149
571	1.357870596
572	1.354718451
573	1.352474215
574	1.352275783
575	1.347734465
576	1.343146472
577	1.338659058
578	1.334957574
579	1.32964356
580	1.323654542
581	1.317136287
582	1.311949614
583	1.307565119
584	1.307179441
585	1.305819402
586	1.303155124
587	1.299833409
588	1.298495491
589	1.294054656
590	1.288769494
591	1.285204276
592	1.280630932
593	1.27869802
594	1.275271291
595	1.27056034
596	1.264407025
597	1.260133285
598	1.259754525
599	1.258636413
600	1.255051616
601	1.254629957
602	1.252678386
603	1.252292464
604	1.25164143
605	1.248299736
606	1.245037371
607	1.242333466
608	1.241829606
609	1.239056064
610	1.236428925
611	1.230461202
612	1.227439315
613	1.223050805
614	1.221183801
615	1.220065954
616	1.217221001
617	1.216996046
618	1.213348674
619	1.209380443
620	1.20631175
621	1.20115011
622	1.198154107
623	1.194512729
624	1.189502812
625	1.186256431
626	1.183040501
627	1.178862434
628	1.175543064
629	1.173748944
630	1.16966168
631	1.169291648
632	1.167348834
633	1.165916835
634	1.162065875
635	1.157635195
636	1.154187294
637	1.152107913
638	1.151794468
639	1.148934889
640	1.144350906
641	1.139288696
642	1.134938925
643	1.131421761
644	1.128504816
645	1.126666898
646	1.123392201
647	1.12012811
648	1.11817945
649	1.114259391
650	1.113947843
651	1.112777346
652	1.106919204
653	1.102772714
654	1.099938508
655	1.095527298
656	1.094029261
657	1.090588201
658	1.089298437
659	1.085023433
660	1.084662475
661	1.08310108
662	1.079768257
663	1.078783092
664	1.074710443
665	1.074206967
666	1.072468261
667	1.070074744
668	1.067080517
669	1.063856184
670	1.058633946
671	1.053759075
672	1.049964378
673	1.046138666
674	1.042905222
675	1.0425551
676	1.040549495
677	1.037183132
678	1.033890651
679	1.033437003
680	1.029397456
681	1.029227832
682	1.029058251
683	1.028161517
684	1.025620463
685	1.021592937
686	1.017145815
687	1.015394596
688	1.012207943
689	1.00884582
690	1.007139892
691	1.006740405
692	1.003812653
693	0.9994930783
694	0.9963333186
695	0.9953429752
696	0.9918920174
697	0.9883491252
698	0.9841675028
699	0.9817347551
700	0.9782408094
701	0.9764066947
702	0.9742433594
703	0.972130275
704	0.9702086938
705	0.966858919
706	0.9630726336
707	0.960538694
708	0.9585629535
709	0.9576457095
710	0.955276111
711	0.9526481105
712	0.9507985924
713	0.9472853045
714	0.9451989159
715	0.9416260097
716	0.9396658125
717	0.9366523818
718	0.9321607616
719	0.9293624741
720	0.9277516563
721	0.9243605376
722	0.9235327471
723	0.921183554
724	0.9198617636
725	0.916678269
726	0.9140955052
727	0.9096984902
728	0.9054419552
729	0.9028005038
730	0.8991395449
731	0.8964197767
732	0.8955871869
733	0.8945038327
734	0.8933889708
735	0.8924796714
736	0.8911743135
737	0.8887868934
738	0.8865152756
739	0.88439013
740	0.8820719214
741	0.8806327261
742	0.8792328255
743	0.8771945262
744	0.8758199829
745	0.8746717998
746	0.872132937
747	0.8704199426
748	0.869015675
749	0.8675570083
750	0.8662053727
751	0.8648757104
752	0.8617334133
753	0.8600838677
754	0.8576334985
755	0.8568548778
756	0.8560475772
757	0.8547894774
758	0.8519010179
759	0.8497809443
760	0.8476866761
761	0.8465837483
762	0.8446491154
763	0.8422908509
764	0.8418561693
765	0.8413836752
766	0.8380794196
767	0.8356120372
768	0.8329693816
769	0.8294444958
770	0.824948945
771	0.8233993282
772	0.8232469889
773	0.8211563385
774	0.8180075793
775	0.8170653175
776	0.8153140885
777	0.8133613002
778	0.8109100818
779	0.8105881989
780	0.8077139078
781	0.8047906723
782	0.8038405785
783	0.8002760377
784	0.8000078527
785	0.7979464384
786	0.7961401096
787	0.7949778118
788	0.793751099
789	0.7926309997
790	0.7887612804
791	0.7862487118
792	0.7832984951
793	0.7813711796
794	0.7809191607
795	0.778108876
796	0.776975499
797	0.7756467286
798	0.7735284645
799	0.7723927244
800	0.76953692
801	0.7691236719
802	0.7665289012
803	0.7640028366
804	0.7615415974
805	0.7595200296
806	0.7580797053
807	0.7556569809
808	0.7528970823
809	0.7527785283
810	0.7512736854
811	0.7511133477
812	0.7491635201
813	0.7473320307
814	0.7448133148
815	0.7415056578
816	0.7396916884
817	0.7378518612
818	0.735485591
819	0.7345451658
820	0.7335918989
821	0.7311649275
822	0.7296682153
823	0.7284163047
824	0.7264872476
825	0.7244474168
826	0.7226498252
827	0.7213308522
828	0.7204999645
829	0.7171087178
830	0.7160146115
831	0.7159155184
832	0.7156486014
833	0.7132072824
834	0.7112458862
835	0.7098817385
836	0.7082211791
837	0.705718759
838	0.7047889963
839	0.703144794
840	0.7026063122
841	0.700382545
842	0.698315369
843	0.6981169488
844	0.6978153554
845	0.6968708014
846	0.69493878
847	0.6933632874
848	0.6917142649
849	0.6891722222
850	0.6858611542
851	0.6856994012
852	0.6844774719
853	0.683512532
854	0.6820117157
855	0.6792524496
856	0.6779602256
857	0.6758682911
858	0.6733390873
859	0.6707680915
860	0.6683063808
861	0.6673444306
862	0.666624646
863	0.6648386902
864	0.6621375119
865	0.6620174724
866	0.6604469706
867	0.6579476325
868	0.6569753112
869	0.6568470227
870	0.6554313378
871	0.6544676702
872	0.6539238415
873	0.6518871412
874	0.6510485365
875	0.6499591086
876	0.6489370823
877	0.6486711257
878	0.6478961094
879	0.6460262137
880	0.6459271396
881	0.6451144254
882	0.6440800534
883	0.64188679
884	0.6397640805
885	0.6396836841
886	0.6380558509
887	0.635629118
888	0.6326784625
889	0.6308957502
890	0.6297725798
891	0.6275669442
892	0.6258199574
893	0.6234779124
894	0.6224247157
895	0.6195382311
896	0.6169010576
897	0.615804945
898	0.6140000036
899	0.6120615041
900	0.610693713
901	0.6106239783
902	0.6087038021
903	0.6077186449
904	0.6055807148
905	0.6035552665
906	0.6021073144
907	0.6004698155
908	0.5987409561
909	0.5984333986
910	0.5974689072
911	0.597355339
912	0.595705159
913	0.5941164777
914	0.592536833
915	0.590598112
916	0.5889596384
917	0.5888501703
918	0.5884413792
919	0.5873658625
920	0.5872733067
921	0.5854260235
922	0.5847690152
923	0.5824422993
924	0.5821850394
925	0.5806014853
926	0.5789698279
927	0.5769731113
928	0.5756909096
929	0.5753104312
930	0.5737734228
931	0.5710918051
932	0.5691540472
933	0.5680323569
934	0.5674896387
935	0.5666970103
936	0.5658894691
937	0.5654779347
938	0.5651789929
939	0.5635226277
940	0.5618991842
941	0.5599736253
942	0.5597231433
943	0.5584117063
944	0.5573839394
945	0.55674993
946	0.5552701085
947	0.5535812515
948	0.5527669201
949	0.5520030329
950	0.55066311
951	0.5503795437
952	0.5503071968
953	0.5489207834
954	0.547859631
955	0.5471221122
956	0.54596593
957	0.5446740229
958	0.5435411114
959	0.542701274
960	0.5406399286
961	0.5397036324
962	0.5381885258
963	0.5370644638
964	0.5348470208
965	0.5337839367
966	0.5336438955
967	0.5324881728
968	0.5310500272
969	0.5306377939
970	0.5305304024
971	0.5295646137
972	0.5282379426
973	0.5268823312
974	0.5254200066
975	0.5253197408
976	0.5242097875
977	0.521754994
978	0.5216934081
979	0.5204901416
980	0.5193940256
981	0.5181826528
982	0.5166480142
983	0.5161403431
984	0.5147868505
985	0.5136016119
986	0.5123421709
987	0.5115697107
988	0.5098952297
989	0.5086899217
990	0.5079379521
991	0.5065878338
992	0.5065276573
993	0.5056003579
994	0.5042998544
995	0.5029176848
996	0.5018593452
997	0.5006294127
998	0.4991463045
999	0.4984671803
