25%,50%,75%,max,mean,min,std,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
3272.6400000000003,5202.72,5642.82,5797.320000000001,4581.360000000001,3238.5600000000004,1250.305871697002,5201.04,3255.48,3338.4,4970.76,5123.16,5122.2,5183.64,5103.84,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72
3272.6400000000003,5143.56,5359.5599999999995,5769.240000000001,4487.965714285715,3238.5600000000004,1165.9074653798953,3255.48,3338.4,4970.76,5123.16,5122.2,5183.64,5103.84,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56
3272.6400000000003,5019.120000000001,5173.14,5516.4,4380.805714285715,3238.5600000000004,1057.9949218349639,3338.4,4970.76,5123.16,5122.2,5183.64,5103.84,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001
3272.6400000000003,5019.120000000001,5173.14,5210.64,4337.125714285715,3238.5600000000004,1008.4488493863095,4970.76,5123.16,5122.2,5183.64,5103.84,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64
4156.92,5052.12,5173.14,5210.64,4594.4914285714285,3238.5600000000004,910.0134149089704,5123.16,5122.2,5183.64,5103.84,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12
4156.92,5052.12,5173.14,5210.64,4591.251428571429,3215.88,915.6684662661951,5122.2,5183.64,5103.84,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88
4142.52,5052.12,5173.14,5210.64,4587.137142857143,3215.88,922.5041643576158,5183.64,5103.84,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92
4142.52,5052.12,5115.84,5210.64,4570.765714285714,3215.88,910.7001887715692,5103.84,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001
4142.52,5042.280000000001,5070.120000000001,5210.64,4556.297142857143,3215.88,900.8344329881842,3175.5600000000004,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001
4154.1,5052.12,5090.280000000001,5210.64,4566.771428571429,3215.88,907.5142097588808,3244.4400000000005,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005
4129.32,5042.280000000001,5070.120000000001,5092.4400000000005,4535.64,3215.88,885.2093474427393,5064.72,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72
4082.88,4992.72,5065.200000000001,5092.4400000000005,4513.885714285715,3215.88,872.176476768648,5244.960000000001,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72,4899.84
4082.88,4992.72,5065.200000000001,5092.4400000000005,4513.817142857143,3215.4000000000005,872.2955465076863,5219.04,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72,4899.84,3215.4000000000005
4088.1000000000004,4992.72,5065.200000000001,5092.4400000000005,4515.308571428572,3215.4000000000005,869.8117088854839,5087.280000000001,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72,4899.84,3215.4000000000005,3276.36
4088.1000000000004,4992.72,5067.360000000001,5236.44,4536.497142857143,3215.4000000000005,887.7132954153287,5181.120000000001,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72,4899.84,3215.4000000000005,3276.36,5236.44
4088.1000000000004,4992.72,5164.4400000000005,5401.2,4587.771428571429,3215.4000000000005,931.1015640166681,3178.4400000000005,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72,4899.84,3215.4000000000005,3276.36,5236.44,5401.2
4088.1000000000004,4992.72,5281.02,5401.2,4621.080000000001,3215.4000000000005,956.0016686177904,3238.8,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72,4899.84,3215.4000000000005,3276.36,5236.44,5401.2,5325.6
4088.1000000000004,5236.44,5363.4,5427.6,4683.205714285715,3215.4000000000005,997.4113271005956,4958.28,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72,4899.84,3215.4000000000005,3276.36,5236.44,5401.2,5325.6,5427.6
4256.4,5325.6,5414.4,5476.320000000001,4765.5599999999995,3215.4000000000005,1041.1212217604632,5400.960000000001,5177.52,5597.280000000001,5327.4,3222.1200000000003,3315.6000000000004,4984.800000000001,5249.280000000001,4981.3200000000015,5340.120000000001,5319.84,3200.6400000000003,3269.6400000000003,4987.200000000001,4847.16,4879.4400000000005,4929.120000000001,4755.720000000001,3207.0000000000005,3262.6800000000003,5493.6,5346.6,5681.52,5565.84,5262.480000000001,3250.6800000000003,3393.96,5797.4400000000005,5791.08,5913.6,5796.480000000001,5754.6,3202.5600000000004,3268.4400000000005,5696.04,5797.320000000001,5769.240000000001,5516.4,3250.5600000000004,3238.5600000000004,3294.7200000000003,5202.72,5143.56,5019.120000000001,5210.64,5052.12,3215.88,3265.92,5088.120000000001,5042.280000000001,5092.4400000000005,4992.72,4899.84,3215.4000000000005,3276.36,5236.44,5401.2,5325.6,5427.6,5476.320000000001
