,time,a
380,2017-12-16 20:00:00.000001,515.350032113038
381,2017-12-16 21:00:00.000000,514.5793192035967
382,2017-12-16 21:59:59.999999,512.0102761721259
383,2017-12-16 23:00:00.000001,498.5228002569043
384,2017-12-17 00:00:00.000000,480.3147077713551
385,2017-12-17 00:59:59.999999,465.4784842646114
386,2017-12-17 02:00:00.000001,461.0789980732177
387,2017-12-17 03:00:00.000000,460.1156069364162
388,2017-12-17 03:59:59.999999,460.3082851637765
389,2017-12-17 05:00:00.000001,463.937058445729
390,2017-12-17 06:00:00.000000,468.4649967886962
391,2017-12-17 06:59:59.999999,480.7964033397559
392,2017-12-17 08:00:00.000001,497.7842003853565
393,2017-12-17 09:00:00.000000,508.6705202312139
394,2017-12-17 09:59:59.999999,514.0333975594091
395,2017-12-17 11:00:00.000001,503.917790622993
396,2017-12-17 12:00:00.000000,497.9768786127167
397,2017-12-17 12:59:59.999999,495.3436095054593
398,2017-12-17 14:00:00.000001,487.7970456005139
399,2017-12-17 15:00:00.000000,482.466281310212
400,2017-12-17 15:59:59.999999,484.9389852280026
401,2017-12-17 17:00:00.000001,490.4624277456647
402,2017-12-17 18:00:00.000000,513.776493256262
403,2017-12-17 18:59:59.999999,524.7591522157996
404,2017-12-17 20:00:00.000001,524.791265253693
405,2017-12-17 21:00:00.000000,519.0109184328837
406,2017-12-17 21:59:59.999999,502.8259473346179
407,2017-12-17 23:00:00.000001,481.8561335902376
408,2017-12-18 00:00:00.000000,459.8265895953757
409,2017-12-18 00:59:59.999999,448.6833654463713
410,2017-12-18 02:00:00.000001,439.5311496467566
411,2017-12-18 03:00:00.000000,434.4251766217084
412,2017-12-18 03:59:59.999999,435.1316634553629
413,2017-12-18 05:00:00.000001,448.6191393705845
414,2017-12-18 06:00:00.000000,472.0616570327554
415,2017-12-18 06:59:59.999999,516.281310211946
416,2017-12-18 08:00:00.000001,539.4348105330765
417,2017-12-18 09:00:00.000000,537.3474630700064
418,2017-12-18 09:59:59.999999,534.810533076429
419,2017-12-18 11:00:00.000001,532.4983943481053
420,2017-12-18 12:00:00.000000,526.6217084136159
421,2017-12-18 12:59:59.999999,520.3596660244059
422,2017-12-18 14:00:00.000001,511.4964675658318
423,2017-12-18 15:00:00.000000,503.6608863198459
424,2017-12-18 15:59:59.999999,500.2569043031471
425,2017-12-18 17:00:00.000001,506.4547206165703
426,2017-12-18 18:00:00.000000,530.1862556197816
427,2017-12-18 18:59:59.999999,538.053949903661
428,2017-12-18 20:00:00.000001,538.4071933204882
429,2017-12-18 21:00:00.000000,530.475272960822
430,2017-12-18 21:59:59.999999,514.8041104688504
431,2017-12-18 23:00:00.000001,487.7328195247271
432,2017-12-19 00:00:00.000000,462.0102761721259
433,2017-12-19 00:59:59.999999,440.2376364804111
434,2017-12-19 02:00:00.000001,428.9017341040462
435,2017-12-19 03:00:00.000000,424.0847784200385
436,2017-12-19 03:59:59.999999,422.4149004495825
437,2017-12-19 05:00:00.000001,430.4752729608221
438,2017-12-19 06:00:00.000000,455.8766859344894
439,2017-12-19 06:59:59.999999,498.747591522158
440,2017-12-19 08:00:00.000001,522.8965960179834
441,2017-12-19 09:00:00.000000,522.1901091843288
442,2017-12-19 09:59:59.999999,513.7443802183686
443,2017-12-19 11:00:00.000001,504.0783558124598
444,2017-12-19 12:00:00.000000,494.3802183686577
445,2017-12-19 12:59:59.999999,483.7829158638407
446,2017-12-19 14:00:00.000001,480.7964033397559
447,2017-12-19 15:00:00.000000,471.7405266538215
448,2017-12-19 15:59:59.999999,469.5889531149647
449,2017-12-19 17:00:00.000001,477.1997430956969
450,2017-12-19 18:00:00.000000,503.917790622993
451,2017-12-19 18:59:59.999999,517.0520231213873
452,2017-12-19 20:00:00.000001,514.7398843930636
453,2017-12-19 21:00:00.000000,513.615928066795
454,2017-12-19 21:59:59.999999,498.6833654463713
455,2017-12-19 23:00:00.000001,474.7270391779062
456,2017-12-20 00:00:00.000000,445.3757225433527
457,2017-12-20 00:59:59.999999,429.543994861914
458,2017-12-20 02:00:00.000001,417.533718689788
459,2017-12-20 03:00:00.000000,412.1387283236994
460,2017-12-20 03:59:59.999999,413.6480411046885
461,2017-12-20 05:00:00.000001,419.9100834938985
462,2017-12-20 06:00:00.000000,449.3577392421323
463,2017-12-20 06:59:59.999999,487.893384714194
464,2017-12-20 08:00:00.000001,520.1348747591522
465,2017-12-20 09:00:00.000000,517.7263969171483
466,2017-12-20 09:59:59.999999,516.0565189466923
467,2017-12-20 11:00:00.000001,508.6062941554271
468,2017-12-20 12:00:00.000000,501.1560693641619
469,2017-12-20 12:59:59.999999,493.0314707771356
470,2017-12-20 14:00:00.000001,487.7007064868337
471,2017-12-20 15:00:00.000000,480.8285163776493
472,2017-12-20 15:59:59.999999,478.8375080282594
473,2017-12-20 17:00:00.000001,487.4438021836866
474,2017-12-20 18:00:00.000000,520.9698137443803
475,2017-12-20 18:59:59.999999,534.5857418111754
476,2017-12-20 20:00:00.000001,537.2832369942196
477,2017-12-20 21:00:00.000000,535.6454720616571
478,2017-12-20 21:59:59.999999,531.1496467565833
479,2017-12-20 23:00:00.000001,507.8998073217726
480,2017-12-21 00:00:00.000000,487.6685934489403
481,2017-12-21 00:59:59.999999,472.9929351316634
482,2017-12-21 02:00:00.000001,464.4508670520232
483,2017-12-21 03:00:00.000000,464.2260757867695
484,2017-12-21 03:59:59.999999,466.281310211946
485,2017-12-21 05:00:00.000001,479.4797687861272
486,2017-12-21 06:00:00.000000,507.8034682080925
487,2017-12-21 06:59:59.999999,544.4123314065511
488,2017-12-21 08:00:00.000001,570.5202312138729
489,2017-12-21 09:00:00.000000,571.4836223506743
490,2017-12-21 09:59:59.999999,560.693641618497
491,2017-12-21 11:00:00.000001,541.8754014129737
492,2017-12-21 12:00:00.000000,527.03917790623
493,2017-12-21 12:59:59.999999,510.8220937700706
494,2017-12-21 14:00:00.000001,502.0231213872833
495,2017-12-21 15:00:00.000000,490.0770712909442
496,2017-12-21 15:59:59.999999,484.0077071290945
497,2017-12-21 17:00:00.000001,491.0404624277456
498,2017-12-21 18:00:00.000000,520.2312138728324
499,2017-12-21 18:59:59.999999,528.0025690430315
500,2017-12-21 20:00:00.000001,527.9383429672447
501,2017-12-21 21:00:00.000000,522.6396917148362
502,2017-12-21 21:59:59.999999,510.7899807321772
503,2017-12-21 23:00:00.000001,488.0860629415543
504,2017-12-22 00:00:00.000000,462.1387283236994
505,2017-12-22 00:59:59.999999,442.1965317919075
506,2017-12-22 02:00:00.000001,432.1130378933847
507,2017-12-22 03:00:00.000000,427.1997430956969
508,2017-12-22 03:59:59.999999,426.9428387925498
509,2017-12-22 05:00:00.000001,434.3288375080282
510,2017-12-22 06:00:00.000000,452.2157996146435
511,2017-12-22 06:59:59.999999,478.709055876686
512,2017-12-22 08:00:00.000001,496.660244059088
513,2017-12-22 09:00:00.000000,502.1515735388567
514,2017-12-22 09:59:59.999999,501.8625561978163
515,2017-12-22 11:00:00.000001,499.3256262042389
516,2017-12-22 12:00:00.000000,492.8387925497752
517,2017-12-22 12:59:59.999999,482.3378291586384
518,2017-12-22 14:00:00.000001,474.4380218368658
519,2017-12-22 15:00:00.000000,465.7675016056519
520,2017-12-22 15:59:59.999999,466.7630057803469
521,2017-12-22 17:00:00.000001,471.2588310854206
522,2017-12-22 18:00:00.000000,489.56326268465
523,2017-12-22 18:59:59.999999,488.8246628131021
524,2017-12-22 20:00:00.000001,480.7000642260758
525,2017-12-22 21:00:00.000000,477.713551701991
526,2017-12-22 21:59:59.999999,462.7488760436737
527,2017-12-22 23:00:00.000001,443.9306358381503
528,2017-12-23 00:00:00.000000,418.8182402055234
529,2017-12-23 00:59:59.999999,401.6377649325626
530,2017-12-23 02:00:00.000001,388.1181759794477
531,2017-12-23 03:00:00.000000,382.6910725754656
532,2017-12-23 03:59:59.999999,379.9614643545279
